username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
TampaElectric,2015-08-28 20:00,5,4,"We encourage you to develop a personal storm plan before severe weather strikes. Here’s a handy checklist. #Erika http:// ht.ly/Rwi3r",,,#Erika,"637414484882128896",https://twitter.com/TampaElectric/status/637414484882128896
TampaElectric,2015-08-28 18:00,4,2,"We prepare year-round to handle the impacts of severe weather. Visit our Storm Safety page for more. #Erika http:// ht.ly/Rwg1s",,,#Erika,"637384235549073412",https://twitter.com/TampaElectric/status/637384235549073412
TampaElectric,2015-08-28 17:30,6,4,"We are monitoring Tropical Storm #Erika . We encourage you to prepare before the storm makes landfall. http:// dlvr.it/C0GnHN",,,#Erika,"637376747852337153",https://twitter.com/TampaElectric/status/637376747852337153
TampaElectric,2015-08-28 16:41,2,2,"Tampa Electric prepares for Tropical Storm #Erika http:// icont.ac/33XIo",,,#Erika,"637364412014313473",https://twitter.com/TampaElectric/status/637364412014313473
geraldunf,2015-08-28 15:02,0,0,"@oprahspinfrey @TampaElectric That's whack + bad CS.",,@oprahspinfrey @TampaElectric,,"637339613581996032",https://twitter.com/geraldunf/status/637339613581996032
TampaElectric,2015-08-28 14:50,1,2,". @Kalshatri we apologize for current high call volume. 15611064753 is not an active acct number. You may begin new service on our website.",,@Kalshatri,,"637336484392079361",https://twitter.com/TampaElectric/status/637336484392079361
Kalshatri,2015-08-28 13:18,0,0,"@TampaElectric Hi, I want to know if my account NO is valid to transfer to new place.The representatives ignoring me. the ACCNO"15611064753"",,@TampaElectric,,"637313320912089088",https://twitter.com/Kalshatri/status/637313320912089088
TampaEDC,2015-08-28 11:31,0,3,"#FF our program sponsors @TampaElectric & @ChappellRoberts , and promo sponsors, @RaysBaseball @FloridaHospital @TGHCares #EDCCharge",,@TampaElectric @ChappellRoberts @RaysBaseball @FloridaHospital @TGHCares,#FF #EDCCharge,"637286491618680833",https://twitter.com/TampaEDC/status/637286491618680833
DGriffeyJr,2015-08-28 11:21,0,0,"@TampaElectric will it be a quick thing?",,@TampaElectric,,"637283796824555520",https://twitter.com/DGriffeyJr/status/637283796824555520
TampaElectric,2015-08-28 10:52,2,2,". @DGriffeyJr we can help you reset your password. Please send your account number or address in an email mesage to WeCare@tecoenergy.com.",,@DGriffeyJr @tecoenergy,,"637276471661330432",https://twitter.com/TampaElectric/status/637276471661330432
Follow813News,2015-08-28 10:15,1,1,"The Manatee Viewing Center is ranked #2 out of 11 things to do in #Tampa . - @TampaElectric pic.twitter.com/RNf95IybkK",,@TampaElectric,#2 #Tampa,"637267175552716800",https://twitter.com/Follow813News/status/637267175552716800
DGriffeyJr,2015-08-28 09:56,0,0,"@TampaElectric why is it so hard for me to reset my pw online?It always says username and email add. does not match, just not true. Plz help",,@TampaElectric,,"637262515722973184",https://twitter.com/DGriffeyJr/status/637262515722973184
antropoloco_gt,2015-08-27 19:27,0,1,"@TampaElectric @WTSP10News Is the squirrel ok?",,@TampaElectric @WTSP10News,,"637043884728713216",https://twitter.com/antropoloco_gt/status/637043884728713216
TampaElectric,2015-08-27 19:15,7,8,"We have restored power to the Customers in the Lutz area. This outage was caused by a squirrel.",,,,"637040877949583361",https://twitter.com/TampaElectric/status/637040877949583361
jnavcrew,2015-08-27 18:52,0,0,"@TampaElectric Why is it out?",,@TampaElectric,,"637034926118866944",https://twitter.com/jnavcrew/status/637034926118866944
TampaElectric,2015-08-27 18:11,9,7,"We are aware of an outage in the Van Dyke Rd area of Lutz impacting about 1075 Customers and are trying to restore most within 1-2 hours.",,,,"637024592591257600",https://twitter.com/TampaElectric/status/637024592591257600
oprahspinfrey,2015-08-27 14:00,0,0,"@TampaElectric hey guys, I waited 45 minutes to speak to someone only to have the customer service rep to hang up on me. What's going on",,@TampaElectric,,"636961525706682368",https://twitter.com/oprahspinfrey/status/636961525706682368
TampaElectric,2015-08-27 13:20,2,2,"We have restored power to the Customers in Valrico. We patrolled the circuit but did not find any permanent damage.",,,,"636951377240018945",https://twitter.com/TampaElectric/status/636951377240018945
TampaElectric,2015-08-27 12:24,2,2,"We are aware of an outage near Pearson Road in Valrico impacting about 1,193 Customers and are trying to restore most within 1-2 hours.",,,,"636937296399454209",https://twitter.com/TampaElectric/status/636937296399454209
TampaElectric,2015-08-27 12:21,2,3,"Temple Terrace Police Chief Ken Albano receives $5,000 from TECO for the FL Police Chiefs Assoc. building fund. pic.twitter.com/onLSjUraUx",,,,"636936552153792512",https://twitter.com/TampaElectric/status/636936552153792512
TampaElectric,2015-08-27 11:28,3,1,"Lighting team helps more than 200 students rise and shine with donated breakfasts http:// tampaelectricblog.com/teco-team-dona tes-breakfasts-to-students/ …",,,,"636923367308853248",https://twitter.com/TampaElectric/status/636923367308853248
TampaElectric,2015-08-27 10:55,4,4,"Congratulations to Tampa's @BerkeleyPrep winner of this month's PSC Triple E Award! http:// ht.ly/Rsilh pic.twitter.com/WZYM0IVxT3",,@BerkeleyPrep,,"636914930466312192",https://twitter.com/TampaElectric/status/636914930466312192
TampaElectric,2015-08-26 20:51,1,1,"A great place to call home. #MorePowerToYou https:// twitter.com/TBPartnership/ status/636528380989599744 …",,,#MorePowerToYou,"636702542852935680",https://twitter.com/TampaElectric/status/636702542852935680
CrownCarsFL,2015-08-26 16:38,0,1,"@TampaElectric Great tip, thank you for sharing! :)",,@TampaElectric,,"636638777226625024",https://twitter.com/CrownCarsFL/status/636638777226625024
EnergySouth,2015-08-26 14:42,0,0,""We think that there are some long-term advantages for large-scale #solar ."-Gillette @TECOEnergy @TECOPeoplesGas @TampaElectric #GCEF15",,@TECOEnergy @TECOPeoplesGas @TampaElectric,#solar #GCEF15,"636609697110446080",https://twitter.com/EnergySouth/status/636609697110446080
EnergySouth,2015-08-26 14:34,1,0,""Today, @TECOEnergy is about 60% coal-fired generation & 40% #natgas generation."- Gillette @TECOPeoplesGas @TampaElectric #GCEF15",,@TECOEnergy @TECOPeoplesGas @TampaElectric,#natgas #GCEF15,"636607690228281349",https://twitter.com/EnergySouth/status/636607690228281349
EnergySouth,2015-08-26 14:32,4,3,""The Clean Power Plan (CPP) is going to mean higher rates over time."-Gillette @TECOEnergy @TECOPeoplesGas @TampaElectric #GCEF15",,@TECOEnergy @TECOPeoplesGas @TampaElectric,#GCEF15,"636607099347333120",https://twitter.com/EnergySouth/status/636607099347333120
EnergySouth,2015-08-26 14:31,0,0,""The only way for FL to comply w/the CPP is to retire all the coal plants."-Gillette @TECOEnergy @TECOPeoplesGas @TampaElectric #GCEF15",,@TECOEnergy @TECOPeoplesGas @TampaElectric,#GCEF15,"636606896355561473",https://twitter.com/EnergySouth/status/636606896355561473
RyanBHart,2015-08-26 14:29,0,1,""In the context of the Clean Power Plan, Solar is not a great solution" Gordon Gillette, President @TampaElectric #GCEF15 @EnergyFairness",,@TampaElectric @EnergyFairness,#GCEF15,"636606353516175360",https://twitter.com/RyanBHart/status/636606353516175360
EnergySouth,2015-08-26 14:11,0,0,""Just last week we announced a new project at our Big Bend Power Plant in FL!"- Gillette @TECOEnergy @TECOPeoplesGas @TampaElectric #GCEF15",,@TECOEnergy @TECOPeoplesGas @TampaElectric,#GCEF15,"636601840591872002",https://twitter.com/EnergySouth/status/636601840591872002
TampaElectric,2015-08-26 07:07,2,1,". @foodmksmehappy you must close your account and a new customer must begin a new account. "Turn off" and "turn on" forms are on our website.",,@foodmksmehappy,,"636495201788403712",https://twitter.com/TampaElectric/status/636495201788403712
TampaElectric,2015-08-26 05:01,2,5,"We celebrate State Lineworker Appreciation Day to honor lineworkers who are committed to delivering reliable service. http:// ow.ly/RmtHC",,,,"636463398885191680",https://twitter.com/TampaElectric/status/636463398885191680
EnergyLawyer,2015-08-26 04:12,0,1,"the Energy lawyer is out! http:// paper.li/Energylawyer?e dition_id=22a5db00-4bca-11e5-ab63-0cc47a0d1605 … Stories via @TimothySmithSFO @ESI_EnergyVibes @TampaElectric",,@TimothySmithSFO @ESI_EnergyVibes @TampaElectric,,"636451043228917760",https://twitter.com/EnergyLawyer/status/636451043228917760
TampaElectric,2015-08-25 22:30,0,2,"Save the Date! Tampa Hillsborough EDC's 2015 Annual Meeting Set for October 27 http://www. tampabay.org/about-us/news- media/partnership-blog/2015-08-24/save-date-tampa-hillsborough-edcs-2015-annual …",,,,"636364985539629056",https://twitter.com/TampaElectric/status/636364985539629056
TampaElectric,2015-08-25 21:54,2,2,"Tampa Electric is a proud sponsor. More Community Support to You, Tampa Bay. #MorePowerToYou https:// twitter.com/Oldsmar/status /634757301333807105 …",,,#MorePowerToYou,"636355980977115136",https://twitter.com/TampaElectric/status/636355980977115136
TampaElectric,2015-08-25 21:29,1,3,"Proud to serve Tampa! #MorePowerToYou https:// twitter.com/CityofTampa/st atus/636200713958359040 …",,,#MorePowerToYou,"636349603135291393",https://twitter.com/TampaElectric/status/636349603135291393
foodmksmehappy,2015-08-25 14:12,1,0,"@TampaElectric how do I remove my name from the account and put it in the name of the person staying in the residence?",,@TampaElectric,,"636239667285860352",https://twitter.com/foodmksmehappy/status/636239667285860352
CGuinnNews,2015-08-25 09:52,0,0,". @TampaElectric Come on, be honest with me TECO. There is no customer service representative and you're getting payola for this muzak.",,@TampaElectric,,"636174294310125568",https://twitter.com/CGuinnNews/status/636174294310125568
TampaElectric,2015-08-25 09:39,1,1,". @sebgarcia95 please send a request to cancel e-Bill using the online form found at https:// secure.tampaelectric.com/tampaelectrics ecure/forms/residential/contact/ …",,@sebgarcia95,,"636171156287062017",https://twitter.com/TampaElectric/status/636171156287062017
TampaElectric,2015-08-25 09:19,3,2,"Lighting team helps more than 200 students rise and shine with donated breakfasts http:// tampaelectricblog.com/teco-team-dona tes-breakfasts-to-students/ …",,,,"636165900740206593",https://twitter.com/TampaElectric/status/636165900740206593
PwincessTanah,2015-08-25 09:16,0,0,"Hey . @TampaElectric , you have HORRIBLE customer service/representatives!!!!!",,@TampaElectric,,"636165222118608897",https://twitter.com/PwincessTanah/status/636165222118608897
TampaElectric,2015-08-25 09:01,2,3,"Storms are forming in the Atlantic – Are you prepared? #stormseason http:// icont.ac/33yOQ",,,#stormseason,"636161406421889024",https://twitter.com/TampaElectric/status/636161406421889024
TampaEDC,2015-08-24 10:50,0,1,"Thank you to our Annual Meeting pre- and post-event sponsors, @TampaElectric and @ChappellRoberts . #EDCCharge",,@TampaElectric @ChappellRoberts,#EDCCharge,"635826641546125312",https://twitter.com/TampaEDC/status/635826641546125312
TampaElectric,2015-08-24 10:02,1,3,". @seabascorrea Please contact us at http://www. tampaelectric.com and send us an email with your billing concerns. We will be happy to assist you.",,@seabascorrea,,"635814453792129028",https://twitter.com/TampaElectric/status/635814453792129028
Follow813News,2015-08-24 10:01,0,1,"The Manatee Viewing Center is ranked #2 out of 11 things to do in #Tampa . - @TampaElectric pic.twitter.com/IkiRlhTKoU",,@TampaElectric,#2 #Tampa,"635814127500402688",https://twitter.com/Follow813News/status/635814127500402688
reeep,2015-08-24 02:08,1,0,"The clean energy focus is out! http:// paper.li/reeep/13551338 96?edition_id=915dbb80-4a26-11e5-ab63-0cc47a0d1605 … Stories via @TampaElectric @DECCgovuk @TWC_Kentucky",,@TampaElectric @DECCgovuk @TWC_Kentucky,,"635695217165864960",https://twitter.com/reeep/status/635695217165864960
TampaElectric,2015-08-23 21:04,1,1,"Our free Power Updates service makes it easy to report outages and get restoration updates to your mobile device. http:// ow.ly/EuRsf",,,,"635618699811143680",https://twitter.com/TampaElectric/status/635618699811143680
TampaElectric,2015-08-23 19:29,4,5,"We have restored power to most of the Customers in the Plant City area.",,,,"635594700964167680",https://twitter.com/TampaElectric/status/635594700964167680
TampaElectric,2015-08-23 19:08,5,3,"We are trying to restore most of the Customers in Plant City within 30 mins. We are trying to restore the remaining Customers within 6 hrs.",,,,"635589446960857093",https://twitter.com/TampaElectric/status/635589446960857093
TampaElectric,2015-08-23 19:05,4,2,"We have temporarily dropped a circuit in the Knights-Griffin Rd area of Plant City to clear damage from a car accident at Pless Rd.",,,,"635588742800125952",https://twitter.com/TampaElectric/status/635588742800125952
TampaElectric,2015-08-23 19:02,2,1,"We are aware of an outage in the Knights Griffin area of Plant City and are working to restore power in 1-2 hours.",,,,"635588058545582080",https://twitter.com/TampaElectric/status/635588058545582080
TampaElectric,2015-08-23 15:50,8,8,"Safety Reminder! Students return to school this week. Drive safely in school zones. #DriveSafely #MorePowerToYou pic.twitter.com/6GaKB5zJik",,,#DriveSafely #MorePowerToYou,"635539703668867073",https://twitter.com/TampaElectric/status/635539703668867073
Follow813News,2015-08-23 10:30,2,2,"The Manatee Viewing Center is ranked #2 out of 11 things to do in #Tampa . - @TampaElectric pic.twitter.com/PofffMbCxP",,@TampaElectric,#2 #Tampa,"635459019176562688",https://twitter.com/Follow813News/status/635459019176562688
TampaElectric,2015-08-22 21:26,1,1,"Volt Enthusiast Posts First Drive Review of 2016 Chevy Volt - http:// HybridCars.com http://www. hybridcars.com/volt-enthusias ts-posts-first-drive-review-of-2016-chevy-volt/ … via @HybridCarsCom",,@HybridCarsCom,,"635261881175961600",https://twitter.com/TampaElectric/status/635261881175961600
BenFlaig,2015-08-22 18:42,0,0,"@TampaElectric No power and your system can't find my account with any of the three methods you offer to report an outage. Awesome.",,@TampaElectric,,"635220546083520513",https://twitter.com/BenFlaig/status/635220546083520513
waterlogged39,2015-08-22 17:29,0,1,"@TampaElectric no power in Oldsmar, Eastlake Area",,@TampaElectric,,"635202256648843264",https://twitter.com/waterlogged39/status/635202256648843264
Sweet_C13,2015-08-22 11:54,0,1,"@TampaElectric isn't it your responsibility to fix your crappy service so this doesn't happen? Way to screw us all.",,@TampaElectric,,"635117865415409665",https://twitter.com/Sweet_C13/status/635117865415409665
Sweet_C13,2015-08-22 11:53,0,0,"@TampaElectric is this why our power goes out daily, blowing out electronics? Is it on purpose to get us to sign up? #ScamAlert",,@TampaElectric,#ScamAlert,"635117547550056448",https://twitter.com/Sweet_C13/status/635117547550056448
TampaElectric,2015-08-22 10:03,1,1,"Hurry, get free Zap Cap installation – limited time offer. #ZapCap #SurgeProtection http:// icont.ac/33kiy",,,#ZapCap #SurgeProtection,"635089957959389185",https://twitter.com/TampaElectric/status/635089957959389185
seabascorrea,2015-08-21 23:17,0,0,"@TampaElectric hey u fucked up theres no way we can get a bill of $250 for living here 5 days",,@TampaElectric,,"634927470089781248",https://twitter.com/seabascorrea/status/634927470089781248
TampaElectric,2015-08-21 17:39,2,3,"We have restored power in the Plant City area. We patrolled the line but did not find any damage. There was lightning in the area.",,,,"634842291291705345",https://twitter.com/TampaElectric/status/634842291291705345
TampaElectric,2015-08-21 17:07,3,2,"We are aware of an outage in the Plant City area impacting about 1486 Customers and are trying to restore power to most within 1-2 hours.",,,,"634834289532669957",https://twitter.com/TampaElectric/status/634834289532669957
TampaElectric,2015-08-21 17:05,2,2,"We are aware of an outage in the Mud Lake/ Trapnell Rd area-Plant City involving 1490 customers and are looking to restore power in 1-2...",,,,"634833737008697344",https://twitter.com/TampaElectric/status/634833737008697344
TampaElectric,2015-08-21 17:01,1,2,"Hurricane Danny serves as a reminder about the importance of being ready for severe weather and getting Tampa Elect… http:// tampaelectricblog.com/teco-is-ready- for-severe-weather-and-we-want-you-to-be-ready-too/ …",,,,"634832751485698049",https://twitter.com/TampaElectric/status/634832751485698049
garfe3,2015-08-21 15:49,0,0,"@TampaElectric thank you. I got the power on yesterday. Many thanks for contacting me. Have a good weekend~",,@TampaElectric,,"634814641839976449",https://twitter.com/garfe3/status/634814641839976449
TimSchockFL,2015-08-21 11:15,1,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4c5Qs pic.twitter.com/LOIGMGN6j8",,@TampaElectric,#WeAreALLTampaBay,"634745602967011328",https://twitter.com/TimSchockFL/status/634745602967011328
lcebarec,2015-08-21 08:30,0,0,"Mobile Devices, News ! is out! http:// paper.li/lcebarec/12897 01575?edition_id=6eb42dd0-4800-11e5-ab63-0cc47a0d1605 … Stories via @gursesl @TampaElectric @LaurentBroca",,@gursesl @TampaElectric @LaurentBroca,,"634704172923912192",https://twitter.com/lcebarec/status/634704172923912192
lewsiberttampa,2015-08-21 01:15,0,1,"@TampaElectric @CGormon @ChappellRoberts thank you...you can and must do so much more",,@TampaElectric @CGormon @ChappellRoberts,,"634594660464263168",https://twitter.com/lewsiberttampa/status/634594660464263168
GilgarenFL,2015-08-20 23:40,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4c2cC pic.twitter.com/9ZM1Wzd3Vu",,@TampaElectric,#WeAreALLTampaBay,"634570632454344704",https://twitter.com/GilgarenFL/status/634570632454344704
instantchow,2015-08-20 22:40,0,0,"@TampaElectric @ChappellRoberts http:// m.palmbeachpost.com/news/news/cera bino-solar-energy-stance-shows-floridas-lack-o/nmqq3/ …",,@TampaElectric @ChappellRoberts,,"634555555936358400",https://twitter.com/instantchow/status/634555555936358400
instantchow,2015-08-20 22:39,0,0,"@TampaElectric @ChappellRoberts http:// m.palmbeachpost.com/news/news/cera bino-solar-energy-stance-shows-floridas-lack-o/nmqq3/ …",,@TampaElectric @ChappellRoberts,,"634555435090100224",https://twitter.com/instantchow/status/634555435090100224
kjgray2005,2015-08-20 22:35,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVd5 pic.twitter.com/CfqKOVQTFj",,@TampaElectric,#WeAreALLTampaBay,"634554265193840640",https://twitter.com/kjgray2005/status/634554265193840640
instantchow,2015-08-20 22:31,0,0,"@TampaElectric @ChappellRoberts Makin difficult for citizens to do home grid tie solar so you can turn around and sell us your own volts..",,@TampaElectric @ChappellRoberts,,"634553367512121345",https://twitter.com/instantchow/status/634553367512121345
TampaElectric,2015-08-20 22:22,2,1,"Our free Power Updates service makes it easy to report outages and get restoration updates to your mobile device. http:// ow.ly/EuRsf",,,,"634551135404171264",https://twitter.com/TampaElectric/status/634551135404171264
harmonymade,2015-08-20 22:12,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbB pic.twitter.com/uetO2rLYkB",,@TampaElectric,#WeAreALLTampaBay,"634548478853685248",https://twitter.com/harmonymade/status/634548478853685248
TampaElectric,2015-08-20 22:11,2,2,"More Solar to You, Tampa Bay #MorePowerToYou https:// twitter.com/ChappellRobert s/status/634397734389350400 …",,,#MorePowerToYou,"634548426143854592",https://twitter.com/TampaElectric/status/634548426143854592
TampaElectric,2015-08-20 22:09,3,4,"Tampa Electric pays more than $1.2 million in rebates to Hillsborough County schools for energy-saving improvements. http:// tinyurl.com/nk92wut",,,,"634547806397710337",https://twitter.com/TampaElectric/status/634547806397710337
wtdarlington,2015-08-20 22:04,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVhs pic.twitter.com/dghvLrxA3R",,@TampaElectric,#WeAreALLTampaBay,"634546462026764289",https://twitter.com/wtdarlington/status/634546462026764289
madmomnotodrugs,2015-08-20 21:41,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVh7 pic.twitter.com/uG0nvCrda7",,@TampaElectric,#WeAreALLTampaBay,"634540673606250496",https://twitter.com/madmomnotodrugs/status/634540673606250496
Benerwin1298Ben,2015-08-20 21:37,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVft pic.twitter.com/aB9G9rhy5b",,@TampaElectric,#WeAreALLTampaBay,"634539667506003969",https://twitter.com/Benerwin1298Ben/status/634539667506003969
BKVTampaBay,2015-08-20 21:33,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgQ pic.twitter.com/69ZyGOJgKS",,@TampaElectric,#WeAreALLTampaBay,"634538660680044549",https://twitter.com/BKVTampaBay/status/634538660680044549
mama_zofa,2015-08-20 21:27,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVb4 pic.twitter.com/ylHWZB5kdk",,@TampaElectric,#WeAreALLTampaBay,"634537152228016128",https://twitter.com/mama_zofa/status/634537152228016128
karinchristense,2015-08-20 21:17,0,1,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfC pic.twitter.com/GjUFBTazLP",,@TampaElectric,#WeAreALLTampaBay,"634534634009817089",https://twitter.com/karinchristense/status/634534634009817089
dolphingurl2009,2015-08-20 21:02,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVb9 pic.twitter.com/iKvAKqoF4c",,@TampaElectric,#WeAreALLTampaBay,"634530859614380032",https://twitter.com/dolphingurl2009/status/634530859614380032
bbellotbbj,2015-08-20 20:59,2,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgL pic.twitter.com/di7uKXxRxq",,@TampaElectric,#WeAreALLTampaBay,"634530108364169218",https://twitter.com/bbellotbbj/status/634530108364169218
Cnaugain,2015-08-20 20:56,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVg0 pic.twitter.com/vWlHAFxzO8",,@TampaElectric,#WeAreALLTampaBay,"634529349992116225",https://twitter.com/Cnaugain/status/634529349992116225
julis555,2015-08-20 20:53,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfX pic.twitter.com/BRPhRuTII9",,@TampaElectric,#WeAreALLTampaBay,"634528616748032000",https://twitter.com/julis555/status/634528616748032000
RossinTampa,2015-08-20 20:47,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcf pic.twitter.com/Yimh7yW6tF",,@TampaElectric,#WeAreALLTampaBay,"634527084434558977",https://twitter.com/RossinTampa/status/634527084434558977
JoannLots,2015-08-20 20:44,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVc3 pic.twitter.com/gMvPo8hG2F",,@TampaElectric,#WeAreALLTampaBay,"634526578039521280",https://twitter.com/JoannLots/status/634526578039521280
debchampagne1,2015-08-20 20:36,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfj pic.twitter.com/SPreSXiTjQ",,@TampaElectric,#WeAreALLTampaBay,"634524319251623936",https://twitter.com/debchampagne1/status/634524319251623936
aampatriot,2015-08-20 20:35,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbV pic.twitter.com/iC0MPohkGR",,@TampaElectric,#WeAreALLTampaBay,"634524065622065157",https://twitter.com/aampatriot/status/634524065622065157
ValloryKnight,2015-08-20 20:21,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcc pic.twitter.com/LFUMiXEeCn",,@TampaElectric,#WeAreALLTampaBay,"634520539567124481",https://twitter.com/ValloryKnight/status/634520539567124481
snowtigger35,2015-08-20 20:16,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVhT pic.twitter.com/Ysdttkbtf9",,@TampaElectric,#WeAreALLTampaBay,"634519283423412225",https://twitter.com/snowtigger35/status/634519283423412225
nikicollazo6,2015-08-20 20:01,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVb0 pic.twitter.com/jhWQ0etf6T",,@TampaElectric,#WeAreALLTampaBay,"634515508361101312",https://twitter.com/nikicollazo6/status/634515508361101312
Debbieo7522,2015-08-20 19:59,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfH pic.twitter.com/UFFCOu8AXf",,@TampaElectric,#WeAreALLTampaBay,"634515009339527168",https://twitter.com/Debbieo7522/status/634515009339527168
carley222,2015-08-20 19:58,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbX pic.twitter.com/HKP4hzPkjG",,@TampaElectric,#WeAreALLTampaBay,"634514764539019264",https://twitter.com/carley222/status/634514764539019264
MRSHRAINEY,2015-08-20 19:58,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVdV pic.twitter.com/KWZkRbtxRf",,@TampaElectric,#WeAreALLTampaBay,"634514751515701248",https://twitter.com/MRSHRAINEY/status/634514751515701248
Salahsmith1,2015-08-20 19:55,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcH pic.twitter.com/n5GbGsKJ2E",,@TampaElectric,#WeAreALLTampaBay,"634513999367946240",https://twitter.com/Salahsmith1/status/634513999367946240
tricia_felix,2015-08-20 19:48,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfy pic.twitter.com/lBXH0pUhk5",,@TampaElectric,#WeAreALLTampaBay,"634512234413195264",https://twitter.com/tricia_felix/status/634512234413195264
PattyeSawyer,2015-08-20 19:45,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgq pic.twitter.com/SHWjUBuXlJ",,@TampaElectric,#WeAreALLTampaBay,"634511484354211840",https://twitter.com/PattyeSawyer/status/634511484354211840
MarksvilleandMe,2015-08-20 19:39,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcr pic.twitter.com/Mk4OHb4YTU",,@TampaElectric,#WeAreALLTampaBay,"634509970663411712",https://twitter.com/MarksvilleandMe/status/634509970663411712
4theLOVEofLulu,2015-08-20 19:35,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgz pic.twitter.com/sauOlTMssi",,@TampaElectric,#WeAreALLTampaBay,"634508963191631872",https://twitter.com/4theLOVEofLulu/status/634508963191631872
annttlvn,2015-08-20 19:34,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgw pic.twitter.com/vJlsWGmrve",,@TampaElectric,#WeAreALLTampaBay,"634508713857052673",https://twitter.com/annttlvn/status/634508713857052673
lmpprosouthflor,2015-08-20 19:31,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVh5 pic.twitter.com/zdJMNfAIJJ",,@TampaElectric,#WeAreALLTampaBay,"634507956290211840",https://twitter.com/lmpprosouthflor/status/634507956290211840
ReviewsByKathy,2015-08-20 19:28,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcY pic.twitter.com/E036xMkBUt",,@TampaElectric,#WeAreALLTampaBay,"634507204796809216",https://twitter.com/ReviewsByKathy/status/634507204796809216
LanceRodgers1,2015-08-20 19:24,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfh pic.twitter.com/jXJELJ5pkK",,@TampaElectric,#WeAreALLTampaBay,"634506196431601664",https://twitter.com/LanceRodgers1/status/634506196431601664
